web-scraper-order,web-scraper-start-url,chiens_links,chiens_links-href,nom,prix,adresse,image_links-src
"1752455921-11","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4532817","Chiot Berger Allemand","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5321695_uploaded_image1_1746899509.jpg"
"1752455925-12","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4532826","Chiot Berger Malinois","250 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4532826_uploaded_image1_1704659683.jpg"
"1752455930-13","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Rott","https://sn.coinafrique.com/annonce/chiens/chiot-rott-4532830","Chiot Rott","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5213979_uploaded_image1_1741092307.jpg"
"1752455934-14","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4536513","Chiot Bichon","120 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5383547_uploaded_image1_1750415126.jpg"
"1752455939-15","https://sn.coinafrique.com/categorie/chiens?page=3","Rottweiler femelle 2 mois","https://sn.coinafrique.com/annonce/chiens/rottweiler-femelle-2-mois-4543266","Rottweiler femelle 2 mois","275 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4543266_uploaded_image1_1705144667.jpg"
"1752455945-16","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot femelle Malinois et Red Nose","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-malinois-et-red-nose-4548513","Chiot femelle Malinois et Red Nose","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4548513_uploaded_image1_1705430390.jpg"
"1752455949-17","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4549443","Chiot Malinois","350 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5341165_uploaded_image1_1747948139.jpg"
"1752455954-18","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots mâle","https://sn.coinafrique.com/annonce/chiens/chiots-male-4556192","Chiots mâle","195 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_1862107_uploaded_image1_1585455904.62.png"
"1752455959-19","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots  Bichon maltais","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-4557442","Chiots  Bichon maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg"
"1752455963-20","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens malinois","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-4559186","Chiens malinois","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1752455967-21","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens Malinois charbonner","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-charbonner-4560526","Chiens Malinois charbonner","250 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4560526_uploaded_image1_1706096544.jpg"
"1752455971-22","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4578066","Chiots Berger Allemand","175 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5379393_uploaded_image1_1750190380.jpg"
"1752455976-23","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Rottweiler","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4578118","Chiot Rottweiler","250 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323434_uploaded_image1_1747041206.jpg"
"1752455981-24","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4578293","Chiot Berger Allemand","150 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4578293_uploaded_image1_1707081785.jpg"
"1752455986-25","https://sn.coinafrique.com/categorie/chiens?page=3","Chien American Bully","https://sn.coinafrique.com/annonce/chiens/chien-american-bully-4579870","Chien American Bully","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4579870_uploaded_image1_1707162831.jpg"
"1752455991-26","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Boerboel","https://sn.coinafrique.com/annonce/chiens/chien-boerboel-4580660","Chien Boerboel","250 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4580660_uploaded_image1_1707214130.jpg"
"1752455994-27","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon maltais femelle","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-femelle-4583262","Bichon maltais femelle","130 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5298661_uploaded_image1_1745611409.jpg"
"1752455998-28","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4595120","Chiot Bichon","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4595120_uploaded_image1_1708002349.jpg"
"1752456003-29","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens berger allemand","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-4604923","Chiens berger allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1752456007-30","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens boerbulls","https://sn.coinafrique.com/annonce/chiens/chiens-boerbulls-4606579","Chiens boerbulls","Prix sur demande","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4606579_uploaded_image1_1708609223.jpg"
"1752456010-31","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Boerboel","https://sn.coinafrique.com/annonce/chiens/chien-boerboel-4607340","Chien Boerboel","275 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4607340_uploaded_image1_1708639477.jpg"
"1752456014-32","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4609624","Chien Berger Allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1752456017-33","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon","https://sn.coinafrique.com/annonce/chiens/bichon-4611544","Bichon","150 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5263619_uploaded_image1_1743689869.jpg"
"1752456022-34","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4618143","Chiot Malinois","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5341165_uploaded_image1_1747948139.jpg"
"1752456026-35","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Femelle adulte","https://sn.coinafrique.com/annonce/chiens/chien-berger-femelle-adulte-4630010","Chien Berger Femelle adulte","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4630010_uploaded_image1_1709800534.jpg"
"1752456032-36","https://sn.coinafrique.com/categorie/chiens?page=3","Caniche","https://sn.coinafrique.com/annonce/chiens/caniche-4634226","Caniche","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4634226_uploaded_image1_1710001956.jpg"
"1752456037-37","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand mâle","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-male-4636694","Chiot Berger Allemand mâle","180 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3671351_uploaded_image1_1651056079.jpg"
"1752456042-38","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Golden Retriever","https://sn.coinafrique.com/annonce/chiens/chiots-golden-retriever-4652247","Chiots Golden Retriever","650 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853861_uploaded_image1_1721576301.jpg"
"1752456048-39","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4653887","Chiot Berger Allemand","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_5376933_uploaded_image1_1750077698.jpg"
"1752456053-40","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4657472","Chien Berger allemand","175 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1752456057-41","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4659440","Chiot Berger Allemand","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5379393_uploaded_image1_1750190380.jpg"
"1752456062-42","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4660990","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5379393_uploaded_image1_1750190380.jpg"
"1752456066-43","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerbull","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664447","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5222921_uploaded_image1_1741538962.jpg"
"1752456070-44","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerbull","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664453","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5222921_uploaded_image1_1741538962.jpg"
"1752456074-45","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4667946","Chiot Malinois","250 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5384862_uploaded_image1_1750465161.jpg"
"1752456080-46","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4670652","Chiot Berger Allemand","150 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5016564_uploaded_image1_1730217865.jpg"
"1752456085-47","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Bichons Maltais","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-4672174","Chiots Bichons Maltais","100 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4672174_uploaded_image1_1712086423.jpg"
"1752456090-48","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4679501","Chien Berger Allemand","310 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg"
"1752456095-49","https://sn.coinafrique.com/categorie/chiens?page=3","Malinois mal","https://sn.coinafrique.com/annonce/chiens/malinois-mal-4679677","Malinois mal","250 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5341165_uploaded_image1_1747948139.jpg"
"1752456099-50","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Ridgback","https://sn.coinafrique.com/annonce/chiens/chiot-ridgback-4680610","Chiot Ridgback","500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4680610_uploaded_image1_1712497780.jpg"
"1752456104-51","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4681737","Chiots Malinois","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5420065_uploaded_image1_1752327678.jpg"
"1752456109-52","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4683644","Chiot Bichon Maltais","777 621 466 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg"
"1752456113-53","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4695228","Chiot Malinois","779 638 883 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5341165_uploaded_image1_1747948139.jpg"
"1752456118-54","https://sn.coinafrique.com/categorie/chiens?page=3","Femelle Apbt Brinze","https://sn.coinafrique.com/annonce/chiens/femelle-apbt-brinze-4711619","Femelle Apbt Brinze","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4711619_uploaded_image1_1714093089.jpg"
"1752456122-55","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4716925","Chien Berger Allemand","200 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4716925_uploaded_image1_1714422080.jpg"
"1752456127-56","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand Femelle","https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelle-4717577","Berger Allemand Femelle","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5379204_uploaded_image1_1750179653.jpg"
"1752456133-57","https://sn.coinafrique.com/categorie/chiens?page=3","Rottweiler","https://sn.coinafrique.com/annonce/chiens/rottweiler-4727689","Rottweiler","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5004868_uploaded_image1_1729539442.jpg"
"1752456138-58","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4739575","Chiot Bichon","150 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739575_uploaded_image1_1715527231.jpg"
"1752456140-59","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-4740260","Chiots","20 000 CFA","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_4740260_uploaded_image1_1715562134.jpg"
"1752456143-60","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Husky","https://sn.coinafrique.com/annonce/chiens/chien-husky-4755258","Chien Husky","300 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4814513_uploaded_image1_1719531765.jpg"
"1752456146-61","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4755803","Chiot Malinois","290 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5341165_uploaded_image1_1747948139.jpg"
"1752456149-62","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger XL","https://sn.coinafrique.com/annonce/chiens/chiots-berger-xl-4758802","Chiots Berger XL","250 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4758802_uploaded_image1_1716485273.jpg"
"1752456152-63","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4764005","Chiots Berger Allemand","400 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5290700_uploaded_image1_1745194550.jpg"
"1752456155-64","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot malinois femelle","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-femelle-4795597","Chiot malinois femelle","250 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4795597_uploaded_image1_1718373916.jpg"
"1752456158-65","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4806292","Bichon Maltais","779 638 883 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg"
"1752456161-66","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Malinois","https://sn.coinafrique.com/annonce/chiens/chien-malinois-4806294","Chien Malinois","77 963 888 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1752456163-67","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois 4 mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4-mois-4807147","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1752456166-68","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots dog canaries","https://sn.coinafrique.com/annonce/chiens/chiots-dog-canaries-4808208","Chiots dog canaries","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4808208_uploaded_image1_1719236144.jpg"
"1752456169-69","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Husky pur sang","https://sn.coinafrique.com/annonce/chiens/chiot-husky-pur-sang-4814513","Chiot Husky pur sang","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4814513_uploaded_image1_1719531765.jpg"
"1752456172-70","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4817314","Chiots Berger Allemand","160 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1752456176-71","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4828053","Chiots Malinois","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5213981_uploaded_image1_1741092394.jpg"
"1752456180-72","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens de race","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829728","Chiens de race","500 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5158454_uploaded_image1_1738138116.jpg"
"1752456184-73","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens de race","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829755","Chiens de race","250 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5158454_uploaded_image1_1738138116.jpg"
"1752456188-74","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand poil long","https://sn.coinafrique.com/annonce/chiens/berger-allemand-poil-long-4834152","Berger Allemand poil long","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4834152_uploaded_image1_1720526802.jpg"
"1752456192-75","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4837526","Chiots Berger Allemand","350 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5410926_uploaded_image1_1751887248.jpg"
"1752456196-76","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4840125","Berger Allemand","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1752456199-77","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4845561","Berger allemand","150 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5381567_uploaded_image1_1750307998.jpg"
"1752456203-78","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots spitz nain","https://sn.coinafrique.com/annonce/chiens/chiots-spitz-nain-4845887","Chiots spitz nain","800 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4845887_uploaded_image1_1721141629.jpg"
"1752456208-79","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Rottweiler","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-4848898","Chiots Rottweiler","250 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4848898_uploaded_image1_1721301203.jpg"
"1752456211-80","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Belgian Malinois charbonne","https://sn.coinafrique.com/annonce/chiens/chiot-belgian-malinois-charbonne-4850412","Chiot Belgian Malinois charbonne","250 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4850412_uploaded_image1_1721376820.jpg"
"1752456214-81","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Cane Corso","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-4851447","Chiot Cane Corso","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4851447_uploaded_image1_1721414706.jpg"
"1752456218-82","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Husky","https://sn.coinafrique.com/annonce/chiens/chiot-husky-4852383","Chiot Husky","200 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4852383_uploaded_image1_1721477152.jpg"
"1752456222-83","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Chiwawa","https://sn.coinafrique.com/annonce/chiens/chiot-chiwawa-4853647","Chiot Chiwawa","550 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853647_uploaded_image1_1721564020.jpg"
"1752456225-84","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Golden retriever","https://sn.coinafrique.com/annonce/chiens/chiots-golden-retriever-4853861","Chiots Golden retriever","650 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853861_uploaded_image1_1721576301.jpg"
"1752456235-85","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4858734","Chiots berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1752456239-86","https://sn.coinafrique.com/categorie/chiens?page=2","Bichons maltin pure race","https://sn.coinafrique.com/annonce/chiens/bichons-maltin-pure-race-4865327","Bichons maltin pure race","250 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865327_uploaded_image1_1722209598.jpg"
"1752456243-87","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Caniche","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4867390","Chiot Caniche","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4893046_uploaded_image1_1723590343.jpg"
"1752456246-88","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot berger malinois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4868594","Chiot berger malinois","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4868594_uploaded_image1_1722382090.jpg"
"1752456249-89","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4875998","Chiot Berger Allemand","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1752456252-90","https://sn.coinafrique.com/categorie/chiens?page=2","Golden Retriever","https://sn.coinafrique.com/annonce/chiens/golden-retriever-4885131","Golden Retriever","300 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885131_uploaded_image1_1723173005.jpg"
"1752456259-91","https://sn.coinafrique.com/categorie/chiens?page=2","Pitbull","https://sn.coinafrique.com/annonce/chiens/pitbull-4885134","Pitbull","135 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885134_uploaded_image1_1723173253.jpg"
"1752456263-92","https://sn.coinafrique.com/categorie/chiens?page=2","Berger Allemand","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4885136","Berger Allemand","150 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885136_uploaded_image1_1723173479.jpg"
"1752456267-93","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4887929","Chiot Berger Malinois","300 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4887929_uploaded_image1_1723329270.jpg"
